unit_number,time_in_cycles,op_setting_1,op_setting_2,op_setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
20,13,-0.0026,0.0003,100.0,518.67,642.76,1589.63,1405.47,14.62,21.61,553.92,2388.11,9050.25,1.3,47.37,521.45,2388.07,8133.4,8.4751,0.03,394,2388,100.0,38.7,23.2503
20,14,0.0019,0.0002,100.0,518.67,642.31,1591.06,1411.72,14.62,21.61,552.96,2388.06,9059.48,1.3,47.6,521.67,2388.12,8136.14,8.4054,0.03,392,2388,100.0,38.93,23.3803
20,15,-0.0046,-0.0005,100.0,518.67,641.83,1592.49,1406.63,14.62,21.61,553.42,2388.03,9057.06,1.3,47.61,521.28,2388.13,8137.29,8.4377,0.03,393,2388,100.0,38.94,23.3967
20,16,0.0023,0.0003,100.0,518.67,642.45,1589.62,1399.9,14.62,21.61,553.36,2388.09,9058.45,1.3,47.42,522.03,2388.14,8135.58,8.4111,0.03,394,2388,100.0,38.83,23.3011
20,17,-0.0009,0.0004,100.0,518.67,642.52,1588.52,1405.1,14.62,21.61,552.78,2388.16,9059.77,1.3,47.54,521.52,2388.1,8139.99,8.446,0.03,391,2388,100.0,38.78,23.231
20,18,-0.0027,0.0001,100.0,518.67,642.63,1589.33,1404.53,14.62,21.61,554.07,2388.09,9050.6,1.3,47.52,520.19,2388.08,8137.14,8.4085,0.03,393,2388,100.0,38.9,23.3501
20,19,0.0038,0.0005,100.0,518.67,643.1,1593.38,1403.45,14.62,21.61,553.66,2388.06,9059.7,1.3,47.37,520.99,2388.05,8142.76,8.4607,0.03,393,2388,100.0,38.89,23.2071
20,20,-0.0013,-0.0001,100.0,518.67,642.78,1592.77,1406.23,14.62,21.61,553.05,2388.11,9060.11,1.3,47.35,521.31,2388.09,8134.9,8.44,0.03,392,2388,100.0,38.78,23.3233
20,21,-0.0023,0.0004,100.0,518.67,642.59,1583.52,1411.61,14.62,21.61,554.02,2388.07,9052.34,1.3,47.57,521.48,2388.11,8131.8,8.4344,0.03,394,2388,100.0,38.78,23.4263
20,22,-0.0027,-0.0001,100.0,518.67,642.59,1585.06,1405.34,14.62,21.61,553.23,2388.11,9063.25,1.3,47.53,521.68,2388.09,8133.22,8.4422,0.03,392,2388,100.0,38.94,23.3007
20,23,-0.0001,-0.0003,100.0,518.67,643.3,1601.08,1406.85,14.62,21.61,553.68,2388.1,9056.81,1.3,47.69,521.3,2388.12,8141.68,8.4479,0.03,394,2388,100.0,38.94,23.3758
20,24,-0.0007,-0.0005,100.0,518.67,642.61,1588.31,1402.29,14.62,21.61,553.14,2388.07,9059.5,1.3,47.37,521.22,2388.03,8140.57,8.4664,0.03,393,2388,100.0,38.86,23.2466
20,25,0.0014,-0.0003,100.0,518.67,642.22,1582.05,1407.26,14.62,21.61,553.85,2388.11,9051.94,1.3,47.54,521.52,2388.09,8142.21,8.4509,0.03,393,2388,100.0,38.97,23.2967
20,26,0.0036,-0.0003,100.0,518.67,642.48,1596.63,1410.81,14.62,21.61,553.57,2388.08,9054.64,1.3,47.43,521.34,2388.08,8138.44,8.4508,0.03,394,2388,100.0,38.71,23.3192
20,27,-0.0016,0.0003,100.0,518.67,643.11,1583.9,1404.13,14.62,21.61,553.25,2388.1,9049.63,1.3,47.56,521.67,2388.15,8138.66,8.4485,0.03,393,2388,100.0,38.85,23.3431
20,28,-0.0029,-0.0002,100.0,518.67,642.52,1586.56,1404.01,14.62,21.61,553.3,2388.08,9061.35,1.3,47.4,521.17,2388.05,8139.86,8.4256,0.03,391,2388,100.0,38.78,23.3833
20,29,0.0031,-0.0,100.0,518.67,642.78,1587.38,1412.5,14.62,21.61,553.51,2388.06,9056.46,1.3,47.67,521.6,2388.13,8144.09,8.418,0.03,393,2388,100.0,38.85,23.3385
20,30,0.0009,-0.0005,100.0,518.67,642.92,1596.94,1405.78,14.62,21.61,553.37,2388.09,9051.02,1.3,47.53,520.94,2388.11,8137.16,8.4731,0.03,393,2388,100.0,38.7,23.1653
20,31,-0.0017,0.0002,100.0,518.67,642.91,1591.65,1404.61,14.62,21.61,554.19,2388.11,9050.49,1.3,47.57,521.78,2388.16,8129.1,8.4334,0.03,395,2388,100.0,38.76,23.3442
20,32,-0.0006,-0.0002,100.0,518.67,642.39,1590.01,1403.95,14.62,21.61,553.61,2388.05,9057.81,1.3,47.3,521.53,2388.04,8139.98,8.4505,0.03,394,2388,100.0,38.76,23.26
20,33,-0.0014,-0.0001,100.0,518.67,642.87,1590.95,1405.04,14.62,21.61,552.91,2388.09,9055.79,1.3,47.45,521.35,2388.1,8136.69,8.4725,0.03,393,2388,100.0,38.88,23.2933
20,34,-0.0004,-0.0001,100.0,518.67,642.68,1594.78,1400.07,14.62,21.61,553.27,2388.07,9063.98,1.3,47.57,521.35,2388.05,8135.04,8.4479,0.03,393,2388,100.0,38.78,23.23
20,35,0.0008,-0.0,100.0,518.67,642.68,1593.0,1408.04,14.62,21.61,553.62,2388.05,9060.8,1.3,47.53,520.92,2388.08,8140.74,8.4404,0.03,393,2388,100.0,38.83,23.2435
20,36,0.0021,-0.0004,100.0,518.67,642.39,1590.16,1406.21,14.62,21.61,554.66,2388.12,9064.41,1.3,47.37,521.54,2388.07,8135.67,8.4676,0.03,393,2388,100.0,38.76,23.4161
20,37,0.0,-0.0001,100.0,518.67,642.86,1585.03,1408.03,14.62,21.61,553.27,2388.09,9057.37,1.3,47.33,521.05,2388.1,8139.38,8.4277,0.03,395,2388,100.0,38.72,23.39
20,38,-0.0034,0.0001,100.0,518.67,642.9,1593.58,1404.38,14.62,21.61,553.14,2388.08,9061.65,1.3,47.53,521.42,2388.11,8138.99,8.4333,0.03,392,2388,100.0,38.87,23.2588
20,39,0.0025,-0.0003,100.0,518.67,642.76,1590.26,1404.61,14.62,21.61,554.11,2388.07,9059.52,1.3,47.38,521.62,2388.1,8137.09,8.4304,0.03,392,2388,100.0,39.04,23.3827
20,40,-0.0003,-0.0003,100.0,518.67,642.85,1582.87,1409.39,14.62,21.61,553.29,2388.12,9059.76,1.3,47.63,521.86,2388.08,8139.35,8.4449,0.03,392,2388,100.0,38.75,23.3017
20,41,-0.0021,0.0004,100.0,518.67,642.69,1588.76,1403.24,14.62,21.61,554.24,2388.14,9053.84,1.3,47.61,521.38,2388.1,8134.28,8.3917,0.03,394,2388,100.0,38.9,23.3647
20,42,0.0026,-0.0004,100.0,518.67,642.68,1588.26,1410.67,14.62,21.61,553.31,2388.06,9054.51,1.3,47.57,521.68,2388.08,8135.62,8.435,0.03,393,2388,100.0,38.75,23.1774
20,43,-0.0036,0.0003,100.0,518.67,642.25,1588.46,1402.22,14.62,21.61,553.41,2388.14,9057.93,1.3,47.46,521.04,2388.17,8135.28,8.4702,0.03,392,2388,100.0,39.09,23.3041
20,44,0.0008,-0.0004,100.0,518.67,642.55,1579.43,1406.18,14.62,21.61,554.13,2388.08,9058.31,1.3,47.28,521.41,2388.08,8143.42,8.4699,0.03,394,2388,100.0,38.69,23.3076
20,45,-0.0035,0.0004,100.0,518.67,642.91,1589.92,1412.98,14.62,21.61,553.39,2388.12,9058.56,1.3,47.4,521.36,2388.13,8132.16,8.442,0.03,393,2388,100.0,38.83,23.2619
20,46,-0.0006,0.0002,100.0,518.67,641.94,1587.3,1406.72,14.62,21.61,552.68,2388.14,9060.33,1.3,47.54,521.65,2388.07,8137.34,8.4218,0.03,395,2388,100.0,38.93,23.2239
20,47,-0.0004,0.0004,100.0,518.67,642.59,1586.41,1403.2,14.62,21.61,553.54,2388.09,9047.97,1.3,47.61,521.51,2388.13,8135.78,8.434,0.03,395,2388,100.0,38.93,23.3577
20,48,0.0004,-0.0004,100.0,518.67,642.7,1587.24,1415.13,14.62,21.61,553.59,2388.07,9054.79,1.3,47.58,521.31,2388.12,8141.39,8.4339,0.03,394,2388,100.0,38.78,23.3285
20,49,0.0002,0.0001,100.0,518.67,642.52,1595.78,1410.36,14.62,21.61,553.26,2388.13,9055.89,1.3,47.54,521.41,2388.07,8138.41,8.4592,0.03,393,2388,100.0,38.8,23.3159
20,50,-0.0007,-0.0003,100.0,518.67,642.56,1589.15,1404.24,14.62,21.61,553.59,2388.1,9057.09,1.3,47.53,521.06,2388.07,8132.64,8.4435,0.03,393,2388,100.0,38.81,23.2622
20,51,0.0026,-0.0,100.0,518.67,643.17,1588.28,1406.11,14.62,21.61,553.11,2388.1,9062.12,1.3,47.46,521.13,2388.11,8141.1,8.4609,0.03,393,2388,100.0,38.9,23.233
20,52,-0.0052,0.0005,100.0,518.67,643.46,1589.91,1407.67,14.62,21.61,553.68,2388.11,9053.88,1.3,47.42,521.76,2388.06,8140.52,8.4438,0.03,393,2388,100.0,38.83,23.2739
20,53,0.0031,0.0002,100.0,518.67,642.68,1585.19,1407.01,14.62,21.61,553.45,2388.11,9056.14,1.3,47.64,521.99,2388.09,8142.38,8.4658,0.03,395,2388,100.0,39.05,23.2878
20,54,0.0045,-0.0,100.0,518.67,642.76,1584.28,1408.61,14.62,21.61,553.74,2388.08,9055.32,1.3,47.61,521.49,2388.13,8140.54,8.4488,0.03,393,2388,100.0,38.98,23.4201
20,55,-0.0007,0.0,100.0,518.67,642.67,1595.03,1409.77,14.62,21.61,553.3,2388.14,9057.93,1.3,47.51,521.66,2388.1,8136.72,8.4483,0.03,393,2388,100.0,38.96,23.2591
20,56,0.002,0.0001,100.0,518.67,643.0,1589.89,1415.21,14.62,21.61,553.4,2388.1,9066.92,1.3,47.58,521.67,2388.1,8141.42,8.4164,0.03,393,2388,100.0,38.94,23.2907
20,57,-0.0005,0.0001,100.0,518.67,642.69,1584.64,1404.85,14.62,21.61,553.99,2388.11,9049.47,1.3,47.51,521.59,2388.04,8136.4,8.4343,0.03,390,2388,100.0,38.86,23.294
20,58,0.0006,0.0005,100.0,518.67,642.56,1592.77,1410.07,14.62,21.61,552.63,2388.14,9059.35,1.3,47.49,521.61,2388.06,8146.61,8.4387,0.03,392,2388,100.0,38.88,23.2305
20,59,-0.0001,0.0003,100.0,518.67,642.89,1586.18,1407.96,14.62,21.61,553.06,2388.14,9062.34,1.3,47.64,521.63,2388.08,8142.79,8.4483,0.03,393,2388,100.0,38.7,23.2829
20,60,0.0007,0.0003,100.0,518.67,643.15,1585.89,1408.67,14.62,21.61,552.65,2388.04,9057.57,1.3,47.47,521.09,2388.08,8132.59,8.4581,0.03,394,2388,100.0,38.75,23.275
20,61,0.0049,-0.0005,100.0,518.67,642.29,1588.64,1409.54,14.62,21.61,553.4,2388.07,9053.22,1.3,47.32,521.81,2388.1,8137.1,8.455,0.03,392,2388,100.0,38.83,23.3002
20,62,-0.0001,-0.0004,100.0,518.67,642.09,1588.38,1402.1,14.62,21.61,552.69,2388.13,9052.94,1.3,47.41,520.83,2388.12,8135.09,8.4092,0.03,391,2388,100.0,38.91,23.2064
20,63,-0.0026,0.0004,100.0,518.67,642.7,1588.44,1411.68,14.62,21.61,553.7,2388.08,9057.17,1.3,47.43,521.59,2388.1,8140.71,8.418,0.03,394,2388,100.0,38.78,23.2909
20,64,0.0001,0.0005,100.0,518.67,642.56,1589.55,1411.22,14.62,21.61,552.85,2388.09,9057.52,1.3,47.53,521.38,2388.1,8137.34,8.44,0.03,393,2388,100.0,38.84,23.3248
20,65,-0.0004,0.0004,100.0,518.67,642.81,1580.74,1407.01,14.62,21.61,553.95,2388.14,9053.85,1.3,47.51,521.65,2388.11,8135.77,8.4251,0.03,394,2388,100.0,38.83,23.4223
20,66,0.0032,-0.0005,100.0,518.67,642.32,1584.07,1404.98,14.62,21.61,551.82,2388.11,9051.49,1.3,47.51,521.2,2388.05,8146.16,8.4593,0.03,392,2388,100.0,38.76,23.2613
20,67,0.0018,-0.0,100.0,518.67,642.5,1593.76,1407.67,14.62,21.61,553.17,2388.06,9062.57,1.3,47.38,521.54,2388.09,8147.16,8.4577,0.03,393,2388,100.0,38.8,23.3067
20,68,0.0016,0.0004,100.0,518.67,642.18,1586.15,1406.39,14.62,21.61,553.02,2388.13,9058.24,1.3,47.54,521.18,2388.15,8138.03,8.4292,0.03,393,2388,100.0,38.66,23.3743
20,69,-0.0004,0.0,100.0,518.67,642.28,1592.13,1404.19,14.62,21.61,553.28,2388.11,9051.34,1.3,47.38,521.29,2388.1,8138.39,8.4573,0.03,393,2388,100.0,38.73,23.302
20,70,0.0006,-0.0002,100.0,518.67,642.5,1590.96,1408.9,14.62,21.61,553.18,2388.1,9056.14,1.3,47.45,520.96,2388.1,8141.09,8.4021,0.03,393,2388,100.0,38.81,23.3289
20,71,0.0023,0.0002,100.0,518.67,642.34,1588.94,1406.93,14.62,21.61,553.5,2388.12,9051.52,1.3,47.5,521.51,2388.12,8136.06,8.4797,0.03,394,2388,100.0,38.93,23.2532
20,72,-0.0006,0.0003,100.0,518.67,642.73,1590.7,1398.84,14.62,21.61,553.74,2388.08,9057.53,1.3,47.62,521.81,2388.06,8137.81,8.4701,0.03,391,2388,100.0,38.83,23.2108
20,73,-0.0019,0.0001,100.0,518.67,642.35,1594.4,1402.21,14.62,21.61,553.97,2388.07,9054.38,1.3,47.66,521.12,2388.05,8138.22,8.4661,0.03,392,2388,100.0,38.79,23.1704
20,74,-0.0028,-0.0001,100.0,518.67,642.53,1597.95,1414.01,14.62,21.61,553.44,2388.1,9053.35,1.3,47.5,521.42,2388.1,8138.45,8.4571,0.03,393,2388,100.0,38.95,23.3986
20,75,0.0016,0.0003,100.0,518.67,642.98,1587.91,1406.72,14.62,21.61,553.37,2388.09,9060.42,1.3,47.62,521.87,2388.15,8133.54,8.4613,0.03,394,2388,100.0,38.87,23.3528
20,76,0.0001,-0.0005,100.0,518.67,642.12,1592.48,1399.4,14.62,21.61,553.62,2388.09,9060.13,1.3,47.53,521.42,2388.03,8138.96,8.4348,0.03,394,2388,100.0,38.76,23.3029
20,77,-0.0014,0.0001,100.0,518.67,642.5,1589.91,1410.4,14.62,21.61,552.55,2388.05,9059.14,1.3,47.52,521.94,2388.04,8137.35,8.4364,0.03,393,2388,100.0,38.81,23.3197
20,78,-0.004,-0.0001,100.0,518.67,642.18,1586.29,1406.63,14.62,21.61,552.46,2388.07,9060.2,1.3,47.49,521.75,2388.11,8139.68,8.4145,0.03,393,2388,100.0,38.77,23.3192
20,79,-0.0005,-0.0004,100.0,518.67,642.58,1586.81,1414.27,14.62,21.61,553.35,2388.12,9064.77,1.3,47.51,521.42,2388.12,8133.79,8.43,0.03,393,2388,100.0,38.83,23.2583
20,80,-0.0018,-0.0003,100.0,518.67,642.4,1589.25,1413.43,14.62,21.61,553.35,2388.11,9061.18,1.3,47.46,521.93,2388.08,8144.03,8.4315,0.03,393,2388,100.0,38.8,23.2943
20,81,0.0011,-0.0003,100.0,518.67,643.09,1589.36,1411.33,14.62,21.61,553.64,2388.11,9059.98,1.3,47.63,521.34,2388.06,8139.33,8.448,0.03,393,2388,100.0,38.76,23.4235
20,82,0.0057,0.0,100.0,518.67,642.54,1593.93,1411.86,14.62,21.61,553.48,2388.1,9060.64,1.3,47.55,521.62,2388.15,8136.89,8.4394,0.03,391,2388,100.0,38.96,23.2727
20,83,0.0004,0.0005,100.0,518.67,643.2,1596.52,1402.75,14.62,21.61,552.49,2388.17,9057.86,1.3,47.63,521.06,2388.1,8137.93,8.4846,0.03,391,2388,100.0,38.69,23.3133
20,84,-0.0006,-0.0004,100.0,518.67,642.37,1588.61,1408.82,14.62,21.61,553.53,2388.13,9060.71,1.3,47.44,521.36,2388.1,8142.83,8.4453,0.03,392,2388,100.0,38.75,23.2789
20,85,-0.0031,0.0001,100.0,518.67,642.22,1587.6,1412.57,14.62,21.61,552.57,2388.08,9061.08,1.3,47.47,521.51,2388.14,8136.87,8.4454,0.03,393,2388,100.0,38.78,23.2369
20,86,-0.0002,-0.0001,100.0,518.67,642.97,1590.15,1406.15,14.62,21.61,553.18,2388.11,9060.7,1.3,47.42,521.61,2388.09,8139.44,8.4384,0.03,394,2388,100.0,38.69,23.4045
20,87,0.002,-0.0003,100.0,518.67,642.16,1592.56,1410.69,14.62,21.61,553.44,2388.08,9064.7,1.3,47.53,521.61,2388.09,8137.5,8.4147,0.03,393,2388,100.0,38.84,23.2796
20,88,0.003,-0.0004,100.0,518.67,642.49,1595.1,1411.53,14.62,21.61,553.55,2388.18,9063.09,1.3,47.52,521.16,2388.21,8136.92,8.4409,0.03,392,2388,100.0,38.98,23.3322
20,89,-0.0001,0.0,100.0,518.67,642.69,1593.79,1412.23,14.62,21.61,552.42,2388.07,9057.21,1.3,47.46,521.56,2388.12,8140.19,8.4741,0.03,393,2388,100.0,38.84,23.311
20,90,-0.0024,-0.0004,100.0,518.67,643.07,1594.25,1408.04,14.62,21.61,552.72,2388.1,9058.73,1.3,47.44,521.64,2388.1,8140.22,8.4137,0.03,394,2388,100.0,38.79,23.3096
20,91,-0.0002,-0.0,100.0,518.67,642.47,1589.57,1407.24,14.62,21.61,552.62,2388.11,9054.59,1.3,47.51,521.41,2388.11,8140.43,8.4123,0.03,395,2388,100.0,38.76,23.2504
20,92,-0.0006,-0.0003,100.0,518.67,643.2,1586.33,1414.36,14.62,21.61,554.05,2388.05,9057.93,1.3,47.73,521.25,2388.06,8135.7,8.4384,0.03,393,2388,100.0,38.76,23.1659
20,93,0.0042,-0.0003,100.0,518.67,642.66,1601.51,1409.78,14.62,21.61,553.41,2388.08,9058.76,1.3,47.62,521.27,2388.1,8141.85,8.466,0.03,393,2388,100.0,38.86,23.2592
20,94,-0.0006,-0.0002,100.0,518.67,643.05,1589.38,1406.97,14.62,21.61,553.78,2388.1,9067.19,1.3,47.56,521.88,2388.1,8140.89,8.4072,0.03,394,2388,100.0,38.79,23.3717
20,95,0.0031,-0.0003,100.0,518.67,642.89,1597.01,1403.4,14.62,21.61,552.71,2388.07,9058.17,1.3,47.42,521.86,2388.14,8138.41,8.4386,0.03,394,2388,100.0,38.87,23.3039
20,96,0.0016,0.0001,100.0,518.67,642.86,1593.33,1408.4,14.62,21.61,552.9,2388.04,9062.9,1.3,47.59,521.16,2388.15,8143.51,8.4466,0.03,393,2388,100.0,38.78,23.3181
20,97,0.004,-0.0002,100.0,518.67,643.38,1590.61,1408.42,14.62,21.61,552.93,2388.12,9060.69,1.3,47.65,521.0,2388.06,8135.99,8.4367,0.03,392,2388,100.0,38.94,23.2089
20,98,0.0006,0.0003,100.0,518.67,643.09,1596.53,1403.14,14.62,21.61,553.54,2388.15,9062.55,1.3,47.63,521.71,2388.08,8140.95,8.4485,0.03,393,2388,100.0,38.88,23.335
20,99,0.0023,-0.0001,100.0,518.67,642.29,1591.27,1415.57,14.62,21.61,553.43,2388.13,9060.61,1.3,47.42,521.24,2388.11,8137.55,8.4493,0.03,393,2388,100.0,38.93,23.2234
20,100,-0.0008,0.0004,100.0,518.67,642.87,1592.56,1405.75,14.62,21.61,553.07,2388.05,9057.92,1.3,47.54,521.03,2388.13,8139.39,8.4343,0.03,394,2388,100.0,38.65,23.2563
20,101,-0.0013,-0.0004,100.0,518.67,642.28,1588.07,1409.94,14.62,21.61,553.09,2388.09,9058.91,1.3,47.62,520.88,2388.11,8133.74,8.4615,0.03,393,2388,100.0,38.97,23.3331
20,102,0.0005,-0.0001,100.0,518.67,642.94,1591.15,1404.37,14.62,21.61,553.17,2388.11,9058.9,1.3,47.66,521.08,2388.08,8141.74,8.457,0.03,393,2388,100.0,38.76,23.2615
20,103,-0.0007,0.0003,100.0,518.67,643.16,1594.68,1407.17,14.62,21.61,553.25,2388.08,9058.04,1.3,47.46,521.75,2388.12,8135.38,8.446,0.03,393,2388,100.0,38.8,23.2814
20,104,-0.0058,0.0002,100.0,518.67,643.13,1587.03,1406.89,14.62,21.61,553.12,2388.13,9060.65,1.3,47.34,521.71,2388.04,8139.02,8.4214,0.03,391,2388,100.0,38.82,23.2237
20,105,0.0034,-0.0003,100.0,518.67,642.76,1580.84,1413.8,14.62,21.61,552.45,2388.08,9057.16,1.3,47.66,521.21,2388.06,8145.59,8.4386,0.03,393,2388,100.0,38.79,23.3195
20,106,-0.0011,-0.0002,100.0,518.67,642.22,1589.26,1413.83,14.62,21.61,553.31,2388.13,9066.42,1.3,47.45,521.45,2388.12,8138.85,8.4393,0.03,395,2388,100.0,38.72,23.2713
20,107,0.0017,0.0003,100.0,518.67,642.56,1588.92,1410.89,14.62,21.61,552.87,2388.14,9062.07,1.3,47.66,521.11,2388.14,8136.64,8.4372,0.03,393,2388,100.0,38.67,23.2237
20,108,-0.0007,-0.0002,100.0,518.67,642.32,1585.96,1408.45,14.62,21.61,553.24,2388.12,9060.99,1.3,47.57,521.68,2388.1,8143.61,8.4528,0.03,393,2388,100.0,38.82,23.3125
20,109,0.0028,0.0002,100.0,518.67,642.53,1588.51,1409.0,14.62,21.61,552.52,2388.15,9056.66,1.3,47.45,521.38,2388.1,8141.68,8.4349,0.03,392,2388,100.0,38.79,23.2156
20,110,-0.0006,0.0004,100.0,518.67,642.62,1584.45,1410.61,14.62,21.61,553.03,2388.08,9060.64,1.3,47.78,520.91,2388.09,8135.35,8.4366,0.03,392,2388,100.0,38.74,23.2607
20,111,-0.0035,-0.0004,100.0,518.67,642.86,1590.05,1405.06,14.62,21.61,553.36,2388.1,9053.91,1.3,47.58,521.45,2388.11,8138.37,8.434,0.03,393,2388,100.0,38.94,23.2636
20,112,-0.0011,-0.0005,100.0,518.67,642.58,1592.34,1419.48,14.62,21.61,553.64,2388.16,9061.63,1.3,47.73,520.82,2388.07,8140.16,8.4348,0.03,394,2388,100.0,38.69,23.3227
20,113,-0.0006,0.0003,100.0,518.67,642.96,1592.95,1407.37,14.62,21.61,553.42,2388.07,9063.84,1.3,47.54,520.45,2388.1,8134.47,8.4672,0.03,393,2388,100.0,38.83,23.3092
20,114,0.0036,-0.0003,100.0,518.67,642.98,1593.88,1403.16,14.62,21.61,553.35,2388.07,9060.6,1.3,47.59,521.51,2388.06,8136.78,8.47,0.03,393,2388,100.0,38.77,23.2415
20,115,-0.0,-0.0001,100.0,518.67,642.73,1592.16,1412.45,14.62,21.61,553.3,2388.08,9060.14,1.3,47.5,521.76,2388.1,8140.81,8.4493,0.03,394,2388,100.0,38.73,23.2474
20,116,0.0014,-0.0002,100.0,518.67,642.47,1595.27,1408.38,14.62,21.61,553.0,2388.17,9065.59,1.3,47.82,521.45,2388.12,8140.34,8.4435,0.03,394,2388,100.0,38.72,23.2964
20,117,0.0019,0.0004,100.0,518.67,643.06,1590.81,1416.9,14.62,21.61,553.62,2388.13,9058.63,1.3,47.69,521.68,2388.08,8138.99,8.4683,0.03,392,2388,100.0,38.77,23.2988
20,118,-0.0,0.0004,100.0,518.67,642.55,1587.34,1415.72,14.62,21.61,553.6,2388.17,9055.04,1.3,47.73,520.89,2388.15,8136.46,8.4446,0.03,393,2388,100.0,38.81,23.3293
20,119,-0.0013,-0.0002,100.0,518.67,642.55,1592.14,1407.61,14.62,21.61,553.54,2388.12,9057.24,1.3,47.69,521.52,2388.05,8134.77,8.4563,0.03,394,2388,100.0,38.76,23.3315
20,120,0.0021,0.0004,100.0,518.67,642.58,1586.67,1410.99,14.62,21.61,553.0,2388.11,9068.42,1.3,47.5,520.77,2388.07,8140.96,8.4339,0.03,394,2388,100.0,38.89,23.2364
20,121,0.0013,-0.0001,100.0,518.67,642.96,1591.04,1409.02,14.62,21.61,553.11,2388.09,9062.11,1.3,47.62,521.53,2388.04,8146.45,8.453,0.03,395,2388,100.0,38.68,23.3508
20,122,-0.0003,-0.0,100.0,518.67,642.71,1590.26,1421.62,14.62,21.61,552.8,2388.14,9063.95,1.3,47.62,521.54,2388.1,8141.91,8.4346,0.03,394,2388,100.0,38.59,23.2506
20,123,-0.0005,0.0002,100.0,518.67,642.68,1587.22,1414.97,14.62,21.61,552.77,2388.12,9061.94,1.3,47.62,520.98,2388.14,8138.06,8.4516,0.03,394,2388,100.0,38.73,23.3264
20,124,0.0013,-0.0005,100.0,518.67,642.56,1596.01,1415.17,14.62,21.61,553.2,2388.1,9057.88,1.3,47.63,521.36,2388.11,8143.78,8.4437,0.03,394,2388,100.0,38.82,23.2722
20,125,0.0051,0.0005,100.0,518.67,642.56,1593.75,1409.01,14.62,21.61,553.45,2388.16,9056.81,1.3,47.71,521.65,2388.12,8140.99,8.4587,0.03,394,2388,100.0,38.69,23.2647
20,126,0.003,-0.0001,100.0,518.67,642.91,1596.42,1413.12,14.62,21.61,552.71,2388.13,9052.58,1.3,47.61,521.36,2388.1,8137.46,8.4697,0.03,394,2388,100.0,38.79,23.2043
20,127,-0.0005,-0.0,100.0,518.67,642.92,1594.01,1413.4,14.62,21.61,553.42,2388.11,9059.41,1.3,47.52,521.07,2388.12,8141.13,8.4333,0.03,393,2388,100.0,38.68,23.2313
20,128,-0.0044,0.0003,100.0,518.67,642.74,1595.71,1411.4,14.62,21.61,553.37,2388.1,9060.8,1.3,47.52,521.67,2388.12,8136.86,8.4356,0.03,393,2388,100.0,38.76,23.2587
20,129,0.0015,-0.0005,100.0,518.67,642.25,1594.04,1421.01,14.62,21.61,553.44,2388.11,9055.94,1.3,47.79,521.6,2388.13,8137.32,8.4173,0.03,393,2388,100.0,38.82,23.242
20,130,0.002,-0.0003,100.0,518.67,642.45,1592.86,1408.14,14.62,21.61,552.54,2388.1,9068.84,1.3,47.67,521.28,2388.14,8139.68,8.4576,0.03,394,2388,100.0,38.74,23.3206
20,131,0.0,0.0003,100.0,518.67,642.69,1586.67,1413.62,14.62,21.61,552.36,2388.13,9066.88,1.3,47.57,521.39,2388.13,8141.46,8.4446,0.03,394,2388,100.0,38.81,23.3337
20,132,-0.0005,0.0003,100.0,518.67,642.2,1590.09,1407.34,14.62,21.61,553.17,2388.13,9066.64,1.3,47.7,520.54,2388.14,8139.06,8.4121,0.03,394,2388,100.0,38.61,23.2953
20,133,0.0002,-0.0,100.0,518.67,642.58,1594.52,1410.09,14.62,21.61,553.19,2388.11,9058.5,1.3,47.59,521.35,2388.13,8137.58,8.4603,0.03,394,2388,100.0,38.71,23.2711
20,134,0.0001,0.0003,100.0,518.67,642.99,1587.89,1415.42,14.62,21.61,553.08,2388.14,9060.12,1.3,47.66,521.31,2388.09,8141.33,8.4661,0.03,393,2388,100.0,38.76,23.3411
20,135,0.0014,-0.0005,100.0,518.67,642.64,1587.12,1412.36,14.62,21.61,553.02,2388.13,9064.44,1.3,47.52,521.3,2388.12,8135.68,8.451,0.03,394,2388,100.0,38.62,23.1733
20,136,-0.0015,-0.0005,100.0,518.67,642.65,1597.03,1410.97,14.62,21.61,552.89,2388.11,9065.56,1.3,47.59,521.31,2388.14,8137.22,8.4641,0.03,395,2388,100.0,38.93,23.3832
20,137,-0.0027,-0.0003,100.0,518.67,643.02,1598.18,1413.35,14.62,21.61,553.55,2388.15,9062.39,1.3,47.57,521.57,2388.15,8148.42,8.4452,0.03,394,2388,100.0,38.75,23.3033
20,138,-0.0002,-0.0004,100.0,518.67,642.79,1592.56,1412.27,14.62,21.61,553.55,2388.14,9055.5,1.3,47.61,521.16,2388.17,8139.99,8.4279,0.03,393,2388,100.0,38.67,23.2034
20,139,-0.0011,-0.0002,100.0,518.67,642.75,1590.01,1410.97,14.62,21.61,552.7,2388.19,9063.08,1.3,47.69,521.44,2388.11,8137.11,8.4398,0.03,394,2388,100.0,38.9,23.1815
20,140,-0.001,-0.0002,100.0,518.67,642.62,1600.27,1407.27,14.62,21.61,553.55,2388.11,9067.59,1.3,47.61,521.22,2388.11,8141.41,8.4628,0.03,394,2388,100.0,38.68,23.2348
